,original,name,price,link,image,contact,ownerName,city,district,unit,standardPrice
10722,bitter-gourd,"Green A Grade Fresh Bitter Gourd, Packaging Type: Loose",40,atish-agro-complex/fresh-vegetable.html,https://5.imimg.com/data5/SELLER/Default/2023/2/SS/FE/GK/91329972/edible-zucchini-flower-125x125.jpg,7942816996,Atish Agro Complex Private Limited,Kolkata,,Kg,40/Kg
10723,bitter-gourd,"A Grade Dehydrated Bitter Gourd, PP Bag, Packaging Size: 5 Kg",250,tulsiagroprocessorstraders/dehydrated-vegetable.html,https://4.imimg.com/data4/OT/XC/MY-5508788/dehydrated-bitter-gourd-125x125.jpg,8046074192,Tulsi Agro Processors & Traders,Satara,,Kilogram,250/Kilogram
10724,bitter-gourd,"Karela Powder, Packaging Size: 25KGS, Packaging Type: Plastic Bags",140,sanjivniayucare/ayurvedic-products.html,https://5.imimg.com/data5/SELLER/Default/2022/1/TO/UG/WW/9021350/dried-karela-powder-125x125.jpeg,7942541643,Sanjivni Ayu Care,Bhavnagar,,Kg,140/Kg
10725,bitter-gourd,Bitter Rat Gourd,525,rashtriyachemicalhpcs/herbal-pest-control-services.html,https://5.imimg.com/data5/SELLER/Default/2022/1/YA/ZF/FV/4267821/bitter-gourd-spray-125x125.jpeg,8048607188,Rch Pest Control And Cleaning Services (India) Private Limited,Mumbai,,Pack,525/Pack
10726,bitter-gourd,"Green Pan India Bitter Gourd Fresh, Carton, 5 Kg",,greenearth-enterprise/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2022/12/MI/HB/BW/180644982/bitter-gourd-fresh-125x125.png,7942546928,Green Earth Enterprise,Surat,,Ton,
10727,bitter-gourd,"Pan India Bitter Gourd ( Karela ) Plant, Pesticide Free  (for Raw Products)",,organicngreen/bitter-gourd.html,https://5.imimg.com/data5/IOS/Default/2022/8/MW/NY/EX/33865994/product-jpeg-125x125.png,8048270438,Organicngreen,Pune,,Bag,
10728,bitter-gourd,Dhaga karela,135,mufaddalhardware-powertools/bitter-gourd.html,https://5.imimg.com/data5/ANDROID/Default/2022/6/PQ/FW/FS/45274651/product-jpeg-125x125.jpg,8048975953,Mufaddal Hardware And Power Tools,Kukshi,Dhar,Kg,135/Kg
10729,bitter-gourd,Attractive Dark Green Jyoti Bitter Gourd,380,irishybridseeds/vegetable-seeds.html,https://5.imimg.com/data5/SELLER/Default/2022/12/EE/XV/IS/63142313/jyoti-bitter-gourd-125x125.jpg,8047690695,Iris Hybrid Seeds Pvt. Ltd.,Delhi,,Pack,380/Pack
10730,bitter-gourd,"Pan India Green Bitter Gourd, Pesticide Free  (for Raw Products), Packaging: Plastic Bag or Polythene Bag",25,sf-traders/green-vegetables.html,https://4.imimg.com/data4/RY/KO/MY-7467985/fresh-bitter-gourd-125x125.jpg,8046044407,F A Traders,Hassan,,Kilogram,25/Kilogram
10731,bitter-gourd,"Fresh Bitter Gourd, Packaging: Plastic Bag or Polythene Bag",150,dharsiniexports/fresh-vegetables.html,https://5.imimg.com/data5/PH/UO/MY-1600400/fresh-bitter-gourd-125x125.jpg,8048609802,Dharsini Exports,Coimbatore,,Kg,150/Kg
10732,bitter-gourd,"Green New Delhi Urban Harvest Bitter Gourd, Gunny Bag",40,organicut-fresh-private-limited-new-delhi/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2023/1/XI/XO/UL/74100547/bg-125x125.jpg,7942792490,Organicut Fresh Private Limited,New Delhi,,Kg,40/Kg
10733,bitter-gourd,Sushmakhadi Karela Fruit Powder,60,sushmagramudyog/,https://5.imimg.com/data5/FD/II/UE/SELLER-695755/2n5a9471-125x125.JPG,8046040473,Sushma Gram Udyog,New Delhi,,200 Gram,60/200 Gram
10734,bitter-gourd,"A Grade Karela Bitter Gourd, Loose",55,omhariomtraders/bitter-gourd.html,https://5.imimg.com/data5/SELLER/Default/2022/2/MY/XE/FC/71746421/dry-bitter-gourd-125x125.jpg,8047303783,Om Hari Om Traders,Delhi,,Kg,55/Kg
10735,bitter-gourd,Bitter Gourd,55,freshanddirect/vegetables.html,https://4.imimg.com/data4/WV/FC/MY-7941396/bitter-gourd-125x125.jpg,8046050536,The Middle Man,Kolkata,,Kilogram,55/Kilogram
10736,bitter-gourd,Fresh Bitter Gourd,15,anaya-entp/fresh-vegetables.html,https://5.imimg.com/data5/RD/RI/MY-26510398/bitter-gourd-125x125.jpg,8046037448,Anaya Enterprises,Nagpur,,Kilogram,15/Kilogram
10737,bitter-gourd,"A Grade Green Bitter Gourd, Loose",43,lalittraders-jaipur/bitter-gourd.html,https://5.imimg.com/data5/SELLER/Default/2022/9/UK/WE/YR/108793108/green-bitter-gourd-125x125.png,8043894381,M/S Lalit Traders,Jaipur,,Kg,43/Kg
10738,bitter-gourd,"Fresh Bitter Gourd, Packaging: Plastic Bag or Polythene Bag",25,kpalani/fresh-vegetable.html,https://5.imimg.com/data5/DR/GO/MY-11429151/fresh-bitter-gourd-125x125.jpg,8048611421,K.PALANI & CO,Chennai,,KG,25/KG
10739,bitter-gourd,Y Bitter Gourd,,shreeji-mango-farm/,https://5.imimg.com/data5/SELLER/Default/2022/5/TS/LW/TY/4057379/bitter-gourd-125x125.jpg,8048604341,Shreeji Mango (Farm),Surat,,Kilogram,
10740,bitter-gourd,"Pass Agro Karela(Momordica Charantia), Packaging: 25 kg",150,passagroherbalfood/herbal-powder.html,https://5.imimg.com/data5/UY/CG/MY-3537379/bitter-gourd-powder-28momordica-charantia-29-28karela-29-125x125.jpg,8048984238,Pass Agro Herbal Food Products,Hosur,Krishnagiri,Kilogram,150/Kilogram
10741,bitter-gourd,"A Grade Green Bitter gourd, 10 Kg",30,dinlifesystems/bitter-gourd.html,https://5.imimg.com/data5/PK/JA/YA/SELLER-17046373/unnamed-125x125.jpg,"8069033758,993",Dinlife Systems Private Limited,Nashik,,Kg,30/Kg
10742,bitter-gourd,Bitter Gourd,,vaishvik-foods/fresh-fruits-and-vegetables.html,https://3.imimg.com/data3/AX/HS/MY-696199/bitter-gourd-125x125.jpg,8047625674,Vaishvik Foods Private Limited,Pune,,,
10743,bitter-gourd,Bitter Gourd,,chandrakala-fresh-vegetables-private-limited/,https://5.imimg.com/data5/SELLER/Default/2021/12/EB/LS/SX/141444751/new-product-125x125.jpeg,"8048372506,989",Chandrakala Fresh Vegetables Private Limited,Raigad,,,
10744,bitter-gourd,Bitter Gourd,,namdhariseeds-ltd-pune/,https://5.imimg.com/data5/SELLER/Default/2023/3/291799036/PQ/AK/OE/13066190/screenshot-2023-03-14-120939-125x125.jpg,7942634812,Namdhari Seeds Pvt. Ltd,Pune,,,
10745,bitter-gourd,BALEE BITTERGOURD,800,solar-seeds-bengaluru/,https://5.imimg.com/data5/DR/FW/YP/IOS-21304787/product-jpeg-125x125.png,8047691209,Solar Seeds,Bengaluru,,Packet,800/Packet
10746,bitter-gourd,"Canned Bitter Ground, Packaging: Carton",50,the-admor-company-unit-of-base-india-overseas-private-limited/canned-food.html,https://5.imimg.com/data5/FU/YG/MY-47937782/canned-bitter-ground-125x125.jpg,8043831523,The Admor Company (unit Of Base India Overseas Private Limited,Rajkot,,Pack,50/Pack
10747,bitter-gourd,Bitter Guard Jaunpury,400,rajesh-beej-bhandar/,https://3.imimg.com/data3/OE/MK/ANDROID-17378079/product-125x125.jpeg,8047684305,Punjab Hybrid Seeds,Jaunpur,,Kilogram,400/Kilogram
10748,bitter-gourd,Frozen Bitter Gourd,45,amarcoldstorage/frozen-vegetables.html,https://5.imimg.com/data5/SW/KU/MY-4174264/frozen-bitter-gourd-125x125.jpg,8043836693,Amar Cold Storage,Anand,,Kilogram,45/Kilogram
10749,bitter-gourd,INDERJAW BITTER,255,sanmatitraders/,https://5.imimg.com/data5/BO/GG/HX/SELLER-99642/indrajow-seed-125x125.jpg,8046031123,Sanmati Traders,Navi Mumbai,Thane,PER KG,255/PER KG
10750,bitter-gourd,"Bitter Gourd Kondattam, Packaging: Packet",15,kalansfoodindia/bitter-gourd-kondattam.html,https://5.imimg.com/data5/BH/DU/UB/SELLER-38452478/bitter-gourd-kondattam-125x125.jpg,8047690301,Kalans Food India,Thrissur,,Packet,15/Packet
10751,bitter-gourd,Karela,50,sohum-plantation/,https://5.imimg.com/data5/SELLER/Default/2021/1/MN/NB/JB/591899/karela-125x125.jpg,8047662417,Winterfresh (India),Mumbai,,Kilogram,50/Kilogram
10752,bottle-gourd,Bottle Gourd,20,adinathglobalexports/fresh-cabbage.html,https://5.imimg.com/data5/SELLER/Default/2022/2/LH/KR/FD/3164894/bottle-gourd-125x125.png,7942558343,Adinath Trading Company ( Atc ),New Delhi,,Kg,20/Kg
10753,bottle-gourd,"Green Varun Bottlegourd Seeds Hybrid, Hyveg, Packaging Type: Pouch, Packaging Size: 10 G",300,quick-printers-packagers/bottle-gourd-seed.html,https://5.imimg.com/data5/SELLER/Default/2021/6/KS/DV/FJ/10906784/hybrid-bottlegourd-varun-hyveg-125x125.jpg,8046073018,Porwal Hybrid Seeds And Biotech,Lucknow,,Pack,300/Pack
10754,bottle-gourd,A Grade Light Green Frozen Bottle Gourd,85,metrogroup/frozen-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2021/3/LC/KQ/LR/1096904/93e98faa5c0a28be500a8401c63ef5a0-125x125.jpg,8048964313,Metro Frozen Folkks Foods Private Limited,Roorkee,Haridwar,Kg,85/Kg
10755,bottle-gourd,"Natural Lukhi Ras, Packaging Type: Bottle, Packaging Size: 1000ml/500ml",120,sovaminternational/herbal-juice-manufacturer-in-rajasthan.html,https://5.imimg.com/data5/HR/WS/MM/SELLER-4285203/lauki-ras--125x125.jpg,8048956737,Sovam International,Jaipur,,Litre,120/Litre
10756,bottle-gourd,"Organic Dudhi Powder, 100 gm, Packaging Type: Packet",750,sarvaayush-ayurved-herbals/bottle-gourd-powder.html,https://5.imimg.com/data5/CN/EU/MY-3187690/bottle-gourd-dudhi-powder-125x125.jpg,8046031403,Sarvaayush Ayurved & Herbals,Pune,,Kilogram,750/Kilogram
10757,bottle-gourd,Bottle Gourd Essential Oil: A Versatile Oil for Skincare and Haircare Needs - Sameera Fragrance,1900,sameerafragrance/natural-essential-oils.html,https://5.imimg.com/data5/SELLER/Default/2023/3/GK/DR/RE/130918569/bottle-gourd-125x125.jpg,8046044253,Sameera Fragrance,New Delhi,,Kg,"1,900/Kg"
10758,bottle-gourd,"A Grade Dehydrated Bottle Gourd Flakes, Loose",360,danielshealthingredients/dehydrated-vegetable-flakes.html,https://5.imimg.com/data5/SELLER/Default/2022/10/LW/BW/KU/22634531/dehydrated-bottle-gourd-flakes-125x125.jpg,8043849952,DANIELS HEALTH INGREDIENTS LLP,Pune,,Kg,360/Kg
10759,bottle-gourd,A Grade Green Loose Bottle Gourd,30,shri-ganesh-temposervice/organic-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2022/3/NZ/MS/IR/139023626/bottle-gourd-125x125.jpg,8047306558,Shri Ganesh Tempo Service,Pune,,Kg,30/Kg
10760,bottle-gourd,"Ancient Healer A Grade Bottle Gourd Oil, Liquid, 1000 ml",,surajbalaexports/carrier-oil.html,https://5.imimg.com/data5/FE/PK/MY-107190/bottle-gourd-oil-125x125.jpg,8048968271,Surajbala Exports Private Limited,New Delhi,,kg,
10761,bottle-gourd,"A Grade Green Fresh Organic Bottle Gourd, Pesticide Free  (for Raw Products), Packaging: Carton",24,agrilane-private-limited/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2022/11/VL/PX/SS/159824908/bottle-gourd-fresh-from-india-125x125.jpg,8047547241,Agrilane Private Limited,Thane,,Kg,24/Kg
10762,bottle-gourd,"Hybrid Green BOTTLE GOURD BALWANT, Packaging Type: Packet, Packaging Size: 50 Gm",480,sanashitechagro/bottle-gourd-seeds.html,https://5.imimg.com/data5/SELLER/Default/2022/12/IR/ZO/BS/6399641/bottle-gourd-seeds-balwant-250x250-125x125.png,8048956662,Sanas Hitech Agro Services,Pune,,Kg,480/Kg
10763,bottle-gourd,"A Grade Organic Bottle Gourd, Available 5,10 Kg, Pesticide Free  (for Raw Products)",28,behare-exports/bottle-gourd.html,https://5.imimg.com/data5/ZN/UR/BP/SELLER-66008266/fresh-organic-bottle-gourd-125x125.jpg,7942555412,Behare Exports Private Limited,Gadchiroli,,Kilogram,28/Kilogram
10764,bottle-gourd,"Hybrid A Grade Fresh Export Quality Green Bottle Gourd, 20 Kg, Pesticide Free  (for Raw Products)",30,muscat-trading-co/fresh-vegetables.html,https://5.imimg.com/data5/RY/OF/PE/SELLER-53403051/bottle-gourd-125x125.jpg,8048618905,Muscat Trading Company & Services (MTCO),Coimbatore,,Kg,30/Kg
10765,bottle-gourd,"Green Bottle Gourd, Pesticide Free  (for Raw Products), Packaging: Plastic Bag or Polythene Bag",35,sf-traders/green-vegetables.html,https://4.imimg.com/data4/MR/YR/MY-7467985/fresh-bottle-gourd-125x125.jpg,8046044407,F A Traders,Hassan,,Kilogram,35/Kilogram
10766,bottle-gourd,"A Grade Green Bottle Gourd, 1 Kg, Packaging: Carton",80,neumec-exim/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2023/2/KH/UT/SE/58575982/118-125x125.jpg,7942823265,NEUMEC EXIM PRIVATE LIMITED,Mumbai,,Packet,80/Packet
10767,bottle-gourd,"A Grade Green Bottle Gourd, Carton, Packaging: Plastic Bag or Polythene Bag",20,habeeb-company-secunderabad/fresh-vegetables.html,https://5.imimg.com/data5/ANDROID/Default/2022/6/FZ/TT/IM/85748575/prod-20220623-111335682892058454132546-jpg-125x125.jpg,8047673620,Habeeb And Company,Secunderabad,Hyderabad,Kg,20/Kg
10768,bottle-gourd,"A Grade Green Bottle Gourd SHIVANI, 10g, Packaging: Plastic Bag or Polythene Bag",50,advancedbio-seeds/bottle-gourd.html,https://5.imimg.com/data5/ANDROID/Default/2023/2/EY/MS/YV/35914968/product-jpeg-125x125.jpg,7942799461,M/S Advance Bio Seeds Company,Lucknow,,Pack,50/Pack
10769,bottle-gourd,"Green Maharashtra A Grade Fresh Bottle Gourd, Packaging: Carton",39,poonaagrocart/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2023/1/UC/NX/LY/122538668/62b5662ec108a-04-1--125x125.png,7942797530,Poonaagrocart LLP,Pune,,Kg,39/Kg
10770,bottle-gourd,"A Grade Freeze Dried Bottle Gourd / Dhudi Bhopala, Packaging Size: 5 Kg",3580,p2sfoodprocesses/freeze-dried-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2022/6/MC/YQ/AK/76334899/packed-food-paav-bhaji-125x125.png,8047674098,P2S FOOD PROCESSES LLP,Pune,,Kg,"3,580/Kg"
10771,bottle-gourd,"A Grade Green Dudhi Cube, Pesticide Free  (for Raw Products), Packaging: Plastic Bag or Polythene Bag",,supervedicventure/dried-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2022/4/EX/BK/QN/102382213/dudhi-cube-125x125.jpeg,8047624890,Supervedic Venture LLP,Surat,,,
10772,bottle-gourd,"A Grade Green Bottle Guard For Exports, 20 Kg, Packaging: Carton",1,krushirjainternational/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2021/4/DH/MG/YD/29495276/bottle-guard-for-exports-125x125.jpg,8047639422,Krushirja International,Navi Mumbai,Thane,Kg,1/Kg
10773,bottle-gourd,Fresh Bottle Gourd,25,dharsiniexports/fresh-vegetables.html,https://5.imimg.com/data5/ET/WC/MY-1600400/fresh-bottle-gourd-125x125.jpg,8048609802,Dharsini Exports,Coimbatore,,Kilogram,25/Kilogram
10774,bottle-gourd,"A Grade Green Urban Harvest Bottle Gourd, Plastic Bag",31,organicut-fresh-private-limited-new-delhi/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2023/1/IS/ZT/RK/74100547/b3-125x125.jpg,7942792490,Organicut Fresh Private Limited,New Delhi,,kg,31/kg
10775,bottle-gourd,"Bottle Gourd Dry, Packaging Size: LOOSE",260,alltime-logistics/bitter-gourd.html,https://5.imimg.com/data5/SELLER/Default/2021/9/LW/NC/MV/106621520/whatsapp-image-2021-09-22-at-20-11-28-1--125x125.jpg,8048952072,All Time Logistics,Jammu,,Kg,260/Kg
10776,bottle-gourd,"A Grade Green Fresh Bottle Gourd, 10 Kg, Packaging: Carton",22,greenearth-enterprise/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2022/12/HR/GH/VU/180644982/fresh-bottle-gourd-125x125.jpg,7942546928,Green Earth Enterprise,Surat,,Kg,22/Kg
10777,bottle-gourd,"A Grade Green Bottle Gourd Moyna, packets, 1 kg",30,krishimongal-beejfaram/bottle-gourd.html,https://5.imimg.com/data5/SELLER/Default/2021/4/UT/RV/WP/43032456/new-product-125x125.jpeg,8046074498,Krishi Mongal Beej Faram,Bardhaman,Purba Bardhaman,Pack,30/Pack
10778,bottle-gourd,Fresh Bottle Gourd,15,anaya-entp/fresh-vegetables.html,https://5.imimg.com/data5/LD/TN/MY-26510398/bottle-gourd-125x125.jpg,8046037448,Anaya Enterprises,Nagpur,,Kilogram,15/Kilogram
10779,bottle-gourd,"A Grade Green Dudhi Bottle Gourd, Packaging: Carton",35,sai-hightech-agro/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2022/11/EX/NW/XA/22091398/dudhi-bottle-gourd-125x125.jpg,7942672903,Sai Hightech Agro,Mumbai,,Kg,35/Kg
10780,bottle-gourd,"Bottle Gourd, Packaging: Plastic Bag or Polythene",20,kpalani/fresh-vegetable.html,https://5.imimg.com/data5/CM/OW/MY-11429151/bottle-gourd-125x125.jpg,8048611421,K.PALANI & CO,Chennai,,Kilogram,20/Kilogram
10781,bottle-gourd,Bottle Gourd,,shreeji-mango-farm/,https://2.imimg.com/data2/OV/VT/MY-4057379/bottle-gourd-125x125.jpg,8048604341,Shreeji Mango (Farm),Surat,,Kilogram,
10782,bottle-gourd,A Grade Dehydrated Dried Bottle Gourd,,jupitar-international/dehydrated-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2022/12/IP/YS/ID/36241248/dried-bottle-groud-1920x-1--125x125.jpeg,8048205025,Jupitar International,Mumbai,,,
10783,bottle-gourd,Dudhi,11,dinlifesystems/fruit-squash.html,https://5.imimg.com/data5/EY/XP/IH/SELLER-17046373/dudhi-125x125.jpeg,"8069033758,993",Dinlife Systems Private Limited,Nashik,,Piece,11/Piece
10784,bottle-gourd,Bottle Gourd,,chandrakala-fresh-vegetables-private-limited/,https://5.imimg.com/data5/SELLER/Default/2021/12/BF/ZE/BA/141444751/new-product-125x125.jpeg,"8048372506,989",Chandrakala Fresh Vegetables Private Limited,Raigad,,,
10785,bottle-gourd,"A Grade Green Bottle Gourd Lauki Dudhi, Carton, 5 Kg",40,jaycoglobal/organic-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2020/10/XB/PN/EQ/82747961/bottle-gourd-3-big-125x125.jpg,"8048372770,490",Jayco Global Pvt .ltd.,Mumbai,,Kilogram,40/Kilogram
10786,bottle-gourd,Bottle Gourd,,namdhariseeds-ltd-pune/,https://5.imimg.com/data5/SELLER/Default/2023/3/291799011/KW/WL/EL/13066190/screenshot-2023-03-14-120958-125x125.jpg,7942634812,Namdhari Seeds Pvt. Ltd,Pune,,,
10787,bottle-gourd,Fresh Bottle Gourd Lauki Kg,49,agcs-foods-and-spices-private-limited/,https://5.imimg.com/data5/SELLER/Default/2023/3/292660167/WY/FT/LO/83512212/screenshot-14-125x125.png,"8068979836,220",Agcs Foods And Spices Private Limited,Jamshedpur,East Singhbhum,Kg,49/Kg
10788,bottle-gourd,"A Grade Red Bottal Gourd, 100gm, Packaging: Plastic Bag or Polythene Bag",300,rajesh-beej-bhandar/bottle-gourd.html,https://5.imimg.com/data5/ANDROID/Default/2022/1/WX/GC/HE/17378079/product-jpeg-125x125.jpg,8047684305,Punjab Hybrid Seeds,Jaunpur,,Kg,300/Kg
10789,bottle-gourd,"A Grade Green Fresh Bottle Gourd, Pesticide Free  (for Raw Products)",30,shrinavneeltraders/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2021/12/KL/UH/WF/134286407/fresh-bottle-gourd-125x125.jpg,7942541265,Shri Navneel Traders,New Delhi,,Kg,30/Kg
10790,bottle-gourd,"Export Quality Bottle Gourd, Pesticide Free (for Raw Products), Packaging: Carton",20,metro-berry/fresh-vegetables.html,https://5.imimg.com/data5/KJ/FH/MY-40887370/bottle-gourd-125x125.jpg,8047763041,Metro Berry,Navi Mumbai,Thane,Kilogram,20/Kilogram
10791,bottle-gourd,A Grade Bottle Gourd,30,parth-venture/bottle-gourd.html,https://5.imimg.com/data5/FJ/SW/XI/SELLER-98717287/bottle-gourd-125x125.jpg,8047693806,PARTH VENTURE,Mundra,Kachchh,Kg,30/Kg
10792,bottle-gourd,"Green Fresh Bottle Gourd, Packaging: Net Bag",19,saagro-exim-co/fresh-vegetable.html,https://5.imimg.com/data5/SK/TL/MY-38213580/fresh-bottle-gourd-125x125.jpeg,8047677805,Sa Agro Exim Company,Pune,,Kilogram,19/Kilogram
10793,bottle-gourd,Bottle Gourd,28,sree-meenakshi-fruits/fresh-vegetables.html,https://5.imimg.com/data5/NE/FK/MY-43969551/bottle-gourd-125x125.png,8047662106,Sree Meenakshi Fruits,Vellore,,Kilogram,28/Kilogram
10794,bottle-gourd,Bottle Gourd,30,sohum-plantation/fresh-vegetable.html,https://4.imimg.com/data4/NI/PG/ANDROID-591899/product-125x125.jpeg,8047662417,Winterfresh (India),Mumbai,,Kilogram,30/Kilogram
10795,bottle-gourd,"A Grade Green Lauki, Pesticide Free  (for Raw Products), Packaging: Plastic Bag or Polythene Bag",5,jamui-agro-farm/green-vegetable.html,https://5.imimg.com/data5/JD/QR/EV/ANDROID-62292847/product-jpeg-125x125.jpg,8047763412,Jamui Agro Farm,Prayagraj,,Piece,5/Piece
10796,bottle-gourd,Bottle Gourd,113,karyasiddhi-supplierskolkata/fresh-vegetables.html,https://5.imimg.com/data5/RP/RF/MY-37264496/bottle-gourd-125x125.jpg,8047680459,Karyasiddhi Suppliers,Kolkata,,Kilogram,113/Kilogram
10797,bottle-gourd,"Bottle Gourd, Packaging: Plastic Bag or Polythene Bag",41,senterprisekolkata/fresh-vegetables.html,https://5.imimg.com/data5/LE/UH/MY-21846095/bottle-gourd-vegetable-125x125.jpg,"8048372669,445",S Enterprise,Kolkata,,Kilogram,41/Kilogram
10798,bottle-gourd,"Organic Bottle Gourd, Packaging: Plastic Bag Or Polythene Bag",50,valluvanorganics-naturals/,https://4.imimg.com/data4/TF/IL/ANDROID-51426838/product-125x125.jpeg,8047678590,VALLUVAN ORGANICS AND NATURALS,Chennai,,Kilogram,50/Kilogram
10799,bottle-gourd,"Green Fresh Bottle Gourd, 20 Kg, Pesticide Free  (for Raw Products)",10,akexports-imports/fresh-vegetable.html,https://5.imimg.com/data5/SELLER/Default/2020/12/FZ/KC/KV/120642366/61e72a0178-125x125.jpg,8047698191,Ak Exports & Imports,Dindigul,,Kg,10/Kg
10800,bottle-gourd,"A Grade Green Fresh Bottle Gourd, Carton, 10 Kg",25,promiseexportingandimporting/bottle-gourd.html,https://5.imimg.com/data5/ANDROID/Default/2021/2/VG/AC/DS/123446511/product-jpeg-125x125.jpg,8047690628,Promise Exporting And Importing,Odaipatti,Dindigul,Kg,25/Kg
10801,bottle-gourd,"A Grade Green Bottle Gourd, 5 Kg, Packaging: Carton",10,r-r-r-vegetables/bottle-gourd.html,https://5.imimg.com/data5/ANDROID/Default/2022/1/WY/FE/IM/130787067/product-jpeg-125x125.jpg,8047789974,Vegetables export,Theni,,Unit,10/Unit
10802,bottle-gourd,"1 Lauki, Packaging: Plastic Bag or Polythene Bag",5,bgb-vegetable-service/fresh-vegetables.html,https://5.imimg.com/data5/ANDROID/Default/2021/6/HQ/DM/LE/75563936/product-jpeg-125x125.jpg,8047685327,BGB Vegetable & Service,Kolkata,,Piece,5/Piece
10803,bottle-gourd,Fresh Bottle Gourd,30,nellissery-vegetables/fresh-vegetables.html,https://5.imimg.com/data5/AW/HY/GLADMIN-13884605/bottle-gourd-125x125.png,8043835903,Nellissery Vegetables,Thrissur,,Kilogram,30/Kilogram
10804,bottle-gourd,Bottle Gourd,15,gonaturoagrofoods/fresh-imported-indian-also-dried-veg.html,https://3.imimg.com/data3/MB/TE/MY-9125951/organic-bottle-gourd-125x125.jpg,"8069023790,833",Go Naturo Agro Foods Private Limited,Jaipur,,Kilogram,15/Kilogram
10805,bottle-gourd,"A Grade Green Fresh Bottle Gourd, Gunny Bag, 10 Kg",8,harisinghkhadbhandar/organic-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2021/3/NG/JK/DC/47971263/fresh-bottle-gourd-125x125.jpg,8047683089,M/S Hari Singh Khad Bhandar,Budaun,,Kg,8/Kg
10806,bottle-gourd,BottleGuard,72,vayal-organic-chennai/bottle-gourd-seeds.html,https://5.imimg.com/data5/CW/NN/CS/SELLER-19874282/bottleguard-125x125.jpg,7942631541,Vayal Organic Store,Chennai,,Kg,72/Kg
10807,bottle-gourd,Organic Bottle Gourd,32,jgbagrofresh/,https://5.imimg.com/data5/FQ/FZ/TP/SELLER-2668166/organic-bottle-gourd-125x125.jpg,8048951646,JGB Agrofresh Private Limited,Kolkata,,Piece,32/Piece
10808,cucumber,Cucumber,40,adinathglobalexports/fresh-cabbage.html,https://5.imimg.com/data5/SELLER/Default/2022/2/NJ/NS/DK/3164894/cucumber-125x125.png,7942558343,Adinath Trading Company ( Atc ),New Delhi,,Kg,40/Kg
10809,cucumber,"Green A Grade Fresh Organic Cucumber, Carton, Packaging Size: 5 Kg",40,agrilane-private-limited/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2023/2/CM/FA/FU/159824908/fresh-organic-cucumber-125x125.jpeg,8047547241,Agrilane Private Limited,Thane,,Kg,40/Kg
10810,cucumber,Green A Grade Loose Organic Cucumber,20,shri-ganesh-temposervice/organic-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2022/3/NA/WG/ZF/139023626/cucumber-125x125.jpg,8047306558,Shri Ganesh Tempo Service,Pune,,Kg,20/Kg
10811,cucumber,"Green A Grade Fresh English Cucumber, Carton, Packaging Size: 20 Kg",25,mitusshar-services/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2023/3/OH/LB/OJ/113666285/chinese-cucumber-125x125.png,8046056866,Mitusshar Services Llp,Ahmedabad,,Kg,25/Kg
10812,cucumber,"Green A Grade CUCUMBER AJEET GALAXY, PACKET, Packaging Size: 25 GRAM",110,sanashitechagro/,https://5.imimg.com/data5/SELLER/Default/2022/12/HH/XT/DD/6399641/ajeet-galaxy-125x125.jpg,8048956662,Sanas Hitech Agro Services,Pune,,Packet,110/Packet
10813,cucumber,"Pan India Cucumber Fruit, Packaging Size: 5 Kg",450,farmoganichealth-beauty/fruits-extract.html,https://5.imimg.com/data5/SELLER/Default/2022/10/UG/PJ/GM/22923657/cucumber-fruit-extract-125x125.jpg,8047624129,Farmoganic Health And Beauty,Vasai Virar,Thane,Kg,450/Kg
10814,cucumber,"Green F1 Hybrid Cucumber Maruti, Packaging Type: Packet, Packaging Size: 50 Gm",775,irishybridseeds/fruit-seeds.html,https://5.imimg.com/data5/SELLER/Default/2022/12/GE/ZH/GB/63142313/f1-hybrid-cucumber-maruti-125x125.jpeg,8047690695,Iris Hybrid Seeds Pvt. Ltd.,Delhi,,Packet,775/Packet
10815,cucumber,"Green F1 Hybrid Cucumber shivalik, Packaging Type: Packet, Packaging Size: 25 G",500,shriram-krishi-udyog/vegetable-seeds.html,https://5.imimg.com/data5/SELLER/Default/2022/11/GN/PF/UQ/26493311/hybrid-cucumber-seed-125x125.jpeg,8047543032,Shriram Krishi Udyog,Pune,,Packet,500/Packet
